Deal_ID,Lead_ID,Company_ID,Amount_Display,Amount_Numeric,Status,Created_Date,Closed_Date,Rep_ID,Total_Duration_Days
DEAL_0126,LDSTRA-ME-0126,CMP_S_0126,79.64 Lakhs,7964000,Deal Won,2023-09-19,2023-11-08,OC_ME,50
DEAL_0127,LDLEAD-LA-0127,CMP_L_0127,62.86 Lakhs,6286000,Deal Lost,2024-04-26,2024-06-05,PY_LA,40
DEAL_0128,LDADVA-NA-0128,CMP_A_0128,20.08 Lakhs,2008000,Ongoing - Cold,2025-01-18,,DK_NA,226
DEAL_0129,LDSTRA-NA-0129,CMP_S_0129,40.48 Lakhs,4048000,Ongoing - Cold,2024-02-20,,CL_NA,559
DEAL_0130,LDADVA-AF-0130,CMP_A_0130,33.21 Lakhs,3321000,Deal Lost,2025-05-07,2025-06-16,SW_AF,40
DEAL_0131,LDDYNA-EU-0131,CMP_D_0131,43.61 Lakhs,4361000,Ongoing - Cold,2024-03-06,,EB_EU,543
DEAL_0132,LDDYNA-APAC-0132,CMP_D_0132,36.27 Lakhs,3627000,Deal Lost,2024-02-01,2024-03-12,JL_APAC,40
DEAL_0133,LDLEAD-EU-0133,CMP_L_0133,1.32 Crore,13230000,Ongoing - Cold,2024-07-15,,GW_EU,412
DEAL_0134,LDINNO-EU-0134,CMP_I_0134,3.78 Crore,37848000,Deal Lost,2025-08-12,2025-09-21,FG_EU,40
DEAL_0135,LDINNO-EU-0135,CMP_I_0135,23.84 Lakhs,2384000,Deal Lost,2025-08-21,2025-09-30,EB_EU,40
DEAL_0136,LDCREA-LA-0136,CMP_C_0136,36.46 Lakhs,3646000,Deal Won,2024-04-05,2024-05-31,RA_LA,55
DEAL_0137,LDADVA-APAC-0137,CMP_A_0137,84.45 Lakhs,8445000,Deal Lost,2023-11-24,2024-01-10,JL_APAC,46
DEAL_0138,LDSTRA-NA-0138,CMP_S_0138,1.14 Crore,11439000,Deal Lost,2024-11-15,2025-01-09,CL_NA,55
DEAL_0139,LDFUTU-APAC-0139,CMP_F_0139,1.50 Crore,15036000,Deal Lost,2024-02-25,2024-04-18,LS_APAC,53
DEAL_0140,LDCREA-EU-0140,CMP_C_0140,39.48 Lakhs,3948000,Deal Lost,2024-11-03,2024-12-13,GW_EU,40
DEAL_0141,LDSTRA-AF-0141,CMP_S_0141,97.72 Lakhs,9772000,Deal Lost,2024-05-30,2024-07-20,TB_AF,50
DEAL_0142,LDSTRA-LA-0142,CMP_S_0142,24.86 Lakhs,2486000,Deal Lost,2025-08-02,2025-09-11,PY_LA,40
DEAL_0143,LDADVA-ME-0143,CMP_A_0143,43.33 Lakhs,4333000,Ongoing - Cold,2025-05-26,,OC_ME,97
DEAL_0144,LDFUTU-NA-0144,CMP_F_0144,21.94 Lakhs,2194000,Deal Lost,2024-02-12,2024-03-23,BJ_NA,40
DEAL_0145,LDGLOB-EU-0145,CMP_G_0145,60.46 Lakhs,6046000,Ongoing - Active,2025-07-10,,HB_EU,52
DEAL_0146,LDLEAD-LA-0146,CMP_L_0146,29.58 Lakhs,2958000,Deal Lost,2024-06-25,2024-08-17,PY_LA,52
DEAL_0147,LDCREA-NA-0147,CMP_C_0147,74.08 Lakhs,7408000,Deal Lost,2024-01-23,2024-03-09,DK_NA,46
DEAL_0148,LDCREA-LA-0148,CMP_C_0148,41.39 Lakhs,4139000,Deal Won,2023-11-16,2023-12-26,RA_LA,40
DEAL_0149,LDADVA-LA-0149,CMP_A_0149,67.48 Lakhs,6748000,Deal Won,2025-05-07,2025-06-16,RA_LA,40
DEAL_0150,LDADVA-APAC-0150,CMP_A_0150,71.48 Lakhs,7148000,Deal Won,2025-05-13,2025-06-25,IG_APAC,43
DEAL_0151,LDLEAD-ME-0151,CMP_L_0151,50.96 Lakhs,5096000,Ongoing - Cold,2024-05-17,,NA_ME,471
DEAL_0152,LDSTRA-LA-0152,CMP_S_0152,85.83 Lakhs,8583000,Ongoing - Cold,2024-08-11,,PY_LA,386
DEAL_0153,LDLEAD-EU-0153,CMP_L_0153,42.29 Lakhs,4229000,Deal Lost,2025-07-27,2025-09-21,GW_EU,55
DEAL_0154,LDINNO-ME-0154,CMP_I_0154,1.05 Crore,10545000,Deal Lost,2024-03-21,2024-04-30,NA_ME,40
DEAL_0155,LDGLOB-NA-0155,CMP_G_0155,3.21 Crore,32099000,Ongoing - Cold,2024-11-11,,DK_NA,294
DEAL_0156,LDADVA-NA-0156,CMP_A_0156,77.76 Lakhs,7776000,Ongoing - Cold,2024-03-13,,AS_NA,536
DEAL_0157,LDINNO-NA-0157,CMP_I_0157,2.85 Crore,28466000,Deal Won,2025-04-24,2025-06-03,BJ_NA,40
DEAL_0158,LDCREA-APAC-0158,CMP_C_0158,39.13 Lakhs,3913000,Ongoing - Cold,2023-11-18,,JL_APAC,653
DEAL_0159,LDLEAD-NA-0159,CMP_L_0159,51.81 Lakhs,5181000,Deal Lost,2025-04-25,2025-06-20,DK_NA,56
DEAL_0160,LDINNO-NA-0160,CMP_I_0160,39.87 Lakhs,3987000,Deal Lost,2024-03-24,2024-05-08,BJ_NA,44
DEAL_0161,LDLEAD-NA-0161,CMP_L_0161,41.17 Lakhs,4117000,Deal Lost,2025-05-16,2025-06-25,AS_NA,40
DEAL_0162,LDINNO-NA-0162,CMP_I_0162,1.98 Crore,19846000,Deal Lost,2025-02-01,2025-03-13,CL_NA,40
DEAL_0163,LDFUTU-NA-0163,CMP_F_0163,29.18 Lakhs,2918000,Deal Won,2025-02-27,2025-04-08,CL_NA,40
DEAL_0164,LDINNO-ME-0164,CMP_I_0164,1.74 Crore,17441000,Deal Lost,2024-10-09,2024-11-18,NA_ME,40
DEAL_0165,LDDYNA-LA-0165,CMP_D_0165,2.59 Crore,25858000,Deal Won,2024-01-15,2024-02-24,QH_LA,40
DEAL_0166,LDLEAD-NA-0166,CMP_L_0166,2.46 Crore,24604000,Deal Won,2024-11-04,2024-12-14,CL_NA,40
DEAL_0167,LDLEAD-ME-0167,CMP_L_0167,3.60 Crore,36015000,Ongoing - Cold,2024-08-14,,NA_ME,383
DEAL_0168,LDGLOB-AF-0168,CMP_G_0168,65.47 Lakhs,6547000,Deal Lost,2025-05-07,2025-06-16,SW_AF,40
DEAL_0169,LDSTRA-EU-0169,CMP_S_0169,78.06 Lakhs,7806000,Ongoing - Cold,2023-10-29,,EB_EU,673
DEAL_0170,LDADVA-LA-0170,CMP_A_0170,1.21 Crore,12127000,Ongoing - Cold,2024-03-30,,RA_LA,520
DEAL_0171,LDGLOB-EU-0171,CMP_G_0171,29.35 Lakhs,2935000,Deal Lost,2023-11-13,2023-12-23,GW_EU,40
DEAL_0172,LDGLOB-ME-0172,CMP_G_0172,1.25 Crore,12535000,Ongoing - Cold,2024-03-17,,NA_ME,532
DEAL_0173,LDADVA-LA-0173,CMP_A_0173,3.79 Crore,37888000,Deal Won,2024-11-23,2025-01-22,RA_LA,60
DEAL_0174,LDINNO-ME-0174,CMP_I_0174,42.82 Lakhs,4282000,Deal Lost,2024-09-04,2024-10-14,NA_ME,40
DEAL_0175,LDDYNA-AF-0175,CMP_D_0175,71.82 Lakhs,7182000,Deal Lost,2024-02-07,2024-03-18,SW_AF,40
DEAL_0176,LDLEAD-EU-0176,CMP_L_0176,49.34 Lakhs,4934000,Deal Lost,2023-10-04,2023-11-13,HB_EU,40
DEAL_0177,LDCREA-APAC-0177,CMP_C_0177,2.19 Crore,21932000,Deal Lost,2024-03-29,2024-05-24,LS_APAC,56
DEAL_0178,LDLEAD-ME-0178,CMP_L_0178,83.60 Lakhs,8360000,Ongoing - Cold,2023-11-08,,NA_ME,662
DEAL_0179,LDADVA-NA-0179,CMP_A_0179,1.40 Crore,13965000,Ongoing - Cold,2023-09-01,,DK_NA,730
DEAL_0180,LDINNO-ME-0180,CMP_I_0180,3.37 Crore,33651000,Deal Lost,2024-02-22,2024-04-02,NA_ME,40
DEAL_0181,LDFUTU-NA-0181,CMP_F_0181,61.38 Lakhs,6138000,Deal Lost,2024-04-02,2024-05-31,DK_NA,59
DEAL_0182,LDGLOB-NA-0182,CMP_G_0182,95.98 Lakhs,9598000,Deal Lost,2025-04-15,2025-06-07,AS_NA,53
DEAL_0183,LDSTRA-LA-0183,CMP_S_0183,59.11 Lakhs,5911000,Deal Lost,2025-07-14,2025-08-23,QH_LA,40
DEAL_0184,LDINNO-LA-0184,CMP_I_0184,2.70 Crore,26973000,Deal Lost,2025-03-18,2025-05-06,PY_LA,49
DEAL_0185,LDCREA-EU-0185,CMP_C_0185,94.58 Lakhs,9458000,Deal Lost,2024-01-01,2024-02-18,FG_EU,48
DEAL_0186,LDCREA-NA-0186,CMP_C_0186,1.38 Crore,13779000,Deal Lost,2025-04-27,2025-06-06,DK_NA,40
DEAL_0187,LDADVA-APAC-0187,CMP_A_0187,54.02 Lakhs,5402000,Deal Won,2025-03-04,2025-04-13,JL_APAC,40
DEAL_0188,LDADVA-ME-0188,CMP_A_0188,85.92 Lakhs,8592000,Deal Lost,2025-02-02,2025-03-14,NA_ME,40
DEAL_0189,LDFUTU-NA-0189,CMP_F_0189,34.10 Lakhs,3410000,Deal Won,2025-02-07,2025-03-19,BJ_NA,40
DEAL_0190,LDFUTU-AF-0190,CMP_F_0190,1.10 Crore,10973000,Deal Won,2023-10-24,2023-12-05,TB_AF,41
DEAL_0191,LDINNO-LA-0191,CMP_I_0191,1.15 Crore,11463000,Deal Lost,2025-09-01,2025-10-11,RA_LA,40
DEAL_0192,LDFUTU-LA-0192,CMP_F_0192,3.94 Crore,39439000,Deal Won,2023-12-27,2024-02-25,RA_LA,60
DEAL_0193,LDLEAD-NA-0193,CMP_L_0193,2.48 Crore,24837000,Ongoing - Cold,2023-12-07,,AS_NA,634
DEAL_0194,LDGLOB-EU-0194,CMP_G_0194,3.04 Crore,30434000,Ongoing - Active,2025-07-03,,FG_EU,59
DEAL_0195,LDSTRA-NA-0195,CMP_S_0195,2.11 Crore,21093000,Deal Lost,2024-09-20,2024-10-30,CL_NA,40
DEAL_0196,LDGLOB-NA-0196,CMP_G_0196,1.25 Crore,12541000,Ongoing - Cold,2025-02-13,,CL_NA,200
DEAL_0197,LDCREA-NA-0197,CMP_C_0197,78.07 Lakhs,7807000,Deal Lost,2024-06-21,2024-07-31,DK_NA,40
DEAL_0198,LDADVA-APAC-0198,CMP_A_0198,41.81 Lakhs,4181000,Deal Lost,2024-02-23,2024-04-03,JL_APAC,40
DEAL_0199,LDFUTU-NA-0199,CMP_F_0199,30.32 Lakhs,3032000,Deal Lost,2025-07-19,2025-08-28,BJ_NA,40
DEAL_0200,LDINNO-ME-0200,CMP_I_0200,2.75 Crore,27487000,Ongoing - Cold,2023-12-30,,NA_ME,610
